INSTRUMENT_ID,INSTRUMENT_TYPE,TRADE_CODE,
4979,Corporate bond,RU000A0JTU85,
5563,Corporate bond,RU000A0JUAH8,
4367,Corporate bond,RU000A0JSGV0,
10828,Corporate bond,RU000A0JVY04,
9895,Bond,RU000A0JXN05,
9938,Bond,RU000A0JXQ44,
9978,Bond,RU000A0JXR84,
10493,Bond,RU000A0JXZB2,
10842,Bond,RU000A0ZYU05,
11017,Bond,RU000A0ZZ4P9,
2666,Bond,RU000A0JWC82,
11130,Bond,RU000A0ZZ9R4,
11273,Bond,RU000A0ZZGT5,
11449,Bond,RU000A0ZZRY2,
10721,Subfederal bond,RU000A0ZYL22,
8635,Subfederal bond,RU000A0JV3Z4,
10683,Subfederal bond,RU000A0ZYGM3,
9010,Subfederal bond,RU000A0JVSY3,
5429,Subfederal bond,RU000A0JU740,
9549,Subfederal bond,RU000A0JWT91,
2855,Ordinary share,AQUA,
3744,Bond,RU000A0JU0N7,
3745,Bond,RU000A0JRZ74,
5593,Bond,RU000A0JUFP0,
5594,Bond,RU000A0JV1D5,
5595,Bond,RU000A0JV5R6,
5596,Bond,RU000A0JV5U0,
5597,Bond,RU000A0JUFQ8,
5598,Bond,RU000A0JVBN2,
5603,Bond,RU000A0JVBS1,
3499,Corporate bond,RU000A0JRHF3,
3498,Corporate bond,RU000A0JRHG1,
9567,Bond,RU000A0JWV89,
10047,Bond,RU000A0JXSS1,
4513,Bond,,
4514,Bond,,
1165,Ordinary share,APTK,
1546,Ordinary share,AMEZ,
5754,Bond,RU000A0JUQC5,
1204,Ordinary share,BELU,
10331,Bond,RU000A0JXTB5,
9998,Bond,RU000A0JXUU3,
172,Ordinary share,OGKB,
4157,Corporate bond,RU000A0JS5E9,
4168,Corporate bond,RU000A0JS5M2,
4156,Corporate bond,RU000A0JS5F6,
10606,Ordinary share,GTRK,
2435,Corporate bond,RU000A0JQ557,
6028,Bond,RU000A0JWP38,
6029,Bond,RU000A0JWSU9,
6030,Bond,RU000A0JWSV7,
6034,Bond,RU000A0JWP46,
211,Ordinary share,DVEC,
5935,Bond,RU000A0JXMZ9,
10930,Bond,RU000A0ZZ8T2,
256,Ordinary share,KMAZ,
9703,Corporate bond,RU000A0ZZ7G1,
9704,Corporate bond,RU000A0ZZ7H9,
9705,Corporate bond,RU000A0ZZ885,
9706,Corporate bond,RU000A0ZZ877,
9707,Corporate bond,RU000A0ZZ893,
8963,Corporate bond,RU000A0JVP39,
9191,Corporate bond,RU000A0JW126,
9688,Corporate bond,RU000A0JX1C5,
9689,Corporate bond,RU000A0JX2B5,
3209,Bond,RU000A0JVZC4,
3210,Bond,RU000A0JVHX8,
3211,Bond,,
1257,Ordinary share,VSMO,
4414,Ordinary share,KGKC,
3123,Ordinary share,MSTT,
3364,Bond,,
3365,Bond,,
3366,Bond,,
4445,Ordinary share,MFON,
10552,Bond,RU000A0ZYC98,
10840,Bond,RU000A0ZYTM6,
1318,Ordinary share,MRKV,
1383,Ordinary share,MRKZ,
1399,Ordinary share,MRKS,
154,Ordinary share,MRKP,
1328,Ordinary share,MRKC,
5190,Bond,RU000A0ZZ1Y7,
279,Ordinary share,MSRS,
5232,Bond,RU000A0JXJS0,
5233,Bond,RU000A0JXR50,
5274,Bond,RU000A0JUA45,
5480,Bond,RU000A0JUFU0,
5482,Bond,RU000A0JV1W5,
9758,Bond,RU000A0JX355,
5483,Bond,RU000A0JV1X3,
9769,Bond,RU000A0JX413,
5484,Bond,RU000A0JV1Y1,
5486,Bond,RU000A0JUCS1,
5487,Bond,RU000A0JUCR3,
5495,Bond,RU000A0JUFV8,
5488,Bond,RU000A0JV201,
5489,Bond,RU000A0JV219,
5490,Bond,RU000A0JV235,
5491,Bond,RU000A0JV243,
5492,Bond,RU000A0JV250,
5493,Bond,RU000A0JV268,
5494,Bond,RU000A0JV227,
8573,Bond,RU000A0JV276,
8574,Bond,RU000A0JV292,
8575,Bond,RU000A0JV284,
8576,Bond,RU000A0JV763,
8577,Bond,RU000A0JV789,
8578,Bond,RU000A0JV7A8,
8579,Bond,RU000A0JV7D2,
8580,Bond,RU000A0JV7C4,
8581,Bond,RU000A0JV7B6,
8582,Bond,RU000A0JV2A9,
8583,Bond,RU000A0JV797,
8584,Bond,RU000A0JV771,
4676,Bond,,
4677,Bond,,
126,Ordinary share,NMTP,
10556,Ordinary share,OBUV,
5383,Ordinary share,UNAC,
3417,Corporate bond,RU000A0JRF11,
13,Ordinary share,RASP,
10435,Bond,RU000A0JXVM8,
1193,Ordinary share,SNGS,
1194,preferred shares,SNGSP,
1221,Ordinary share,TGKN,
9614,Corporate bond,RU000A0JWX79,
9592,Bond,RU000A0JWWM8,
9844,Bond,RU000A0JXK99,
10424,Bond,RU000A0JXVB1,
10617,Bond,RU000A0ZYEB1,
10627,Bond,RU000A0ZYFS2,
5574,Bond,RU000A0JUKA2,
5575,Bond,RU000A0JWLW0,
5837,Bond,RU000A0JUQ96,
5838,Bond,RU000A0JUR04,
5839,Bond,RU000A0JV9Q0,
6138,Bond,RU000A0JUYC9,
6148,Bond,RU000A0JUZZ7,
6149,Bond,RU000A0JV4S7,
6150,Bond,RU000A0JVHH1,
6151,Bond,RU000A0JVPS1,
6152,Bond,RU000A0JVS36,
6153,Bond,RU000A0JW5B9,
6154,Bond,RU000A0JWEG8,
6155,Bond,RU000A0JX0U9,
9407,Bond,RU000A0JWK90,
9445,Bond,RU000A0JWMS6,
9514,Bond,RU000A0JWPW1,
9569,Bond,RU000A0JWVC1,
2823,Bond,RU000A0JWEB9,
9801,Bond,RU000A0JXC24,
9874,Bond,RU000A0JXM97,
9944,Bond,RU000A0JXQD7,
5381,Bond,RU000A0JXPD9,
5382,Bond,RU000A0JXSF8,
10005,Bond,RU000A0JXS75,
11132,Bond,RU000A0ZZ9W4,
11460,Bond,RU000A0ZZT80,
4955,Bond,RU000A0JTVE3,
8608,Bond,,
3108,Corporate bond,RU000A0JR1Y7,
3109,Corporate bond,RU000A0JR1Z4,
3110,Corporate bond,RU000A0JR209,
3111,Corporate bond,RU000A0JR217,
4244,Corporate bond,RU000A0JS7H8,
3553,Corporate bond,RU000A0JRL96,
3994,Corporate bond,RU000A0JRZK5,
4510,Corporate bond,RU000A0JT7T2,
4391,Corporate bond,RU000A0JSQ58,
4806,Corporate bond,RU000A0JTKA4,
4470,Corporate bond,RU000A0JT2K2,
4281,Bond,RU000A0ZYJ91,
4282,Bond,,
4284,Bond,,
4285,Bond,,
4286,Bond,,
9580,Ordinary share,FTRE,
1267,Ordinary share,WTCM,
1268,preferred shares,WTCMP,
9767,Bond,RU000A0JX439,
9818,Bond,RU000A0JXHE4,
9873,Bond,RU000A0JXME4,
10348,Bond,RU000A0JXTY7,
1264,Ordinary share,VZRZ,
8587,Ordinary share,TNSE,
5217,Bond,RU000A0JX2F6,
5218,Bond,RU000A0JX2D1,
5450,Bond,,
9907,Bond,RU000A0JXNB8,
4974,Corporate bond,RU000A0JTTV1,
3594,Unit closed UIF,RU000A0JRNZ9,
6004,Bond,RU000A0JX1V5,
6005,Bond,,
6006,Bond,,
6009,Bond,RU000A0JW167,
6010,Bond,RU000A0JW175,
9806,Bond,RU000A0JXD07,
11448,Bond,RU000A0ZZRZ9,
5807,Bond,RU000A0JV375,
4487,Corporate bond,RU000A0JT6G1,
8559,Corporate bond,RU000A0JV1H6,
8560,Corporate bond,RU000A0JV1N4,
11266,Corporate bond,RU000A0ZZFZ4,
11189,Bond,RU000A0ZZE12,
11435,Bond,RU000A0ZZRC8,
4543,Bond,RU000A0JU7Y9,
4544,Bond,RU000A0JUMH3,
4545,Bond,RU000A0JUQ39,
4546,Bond,RU000A0JUV08,
6182,Bond,RU000A0JWE56,
11195,Corporate bond,,
11196,Corporate bond,,
11197,Corporate bond,RU000A0ZZE87,
11198,Corporate bond,,
11199,Corporate bond,,
11200,Corporate bond,,
5162,Bond,RU000A0JV3K6,
5424,Ordinary share,RDRB,
5302,Bond,,
5303,Bond,,
5737,Bond,,
5738,Bond,,
5739,Bond,,
11077,Bonds of a foreign issuer,XS1577961516,
10240,Bonds of a foreign issuer,XS1449458915,
11332,Shares of a foreign issuer,RAVN,
4352,Bond,,
10620,Bond,RU000A0ZYFE2,
11253,Bond,RU000A0ZZEW4,
4353,Bond,,
11005,Bond,RU000A0ZZ4B9,
11264,Bond,RU000A0ZZG36,
4357,Bond,,
4363,Bond,RU000A0JWCL2,
5668,Bond,RU000A0JUU90,
5669,Bond,RU000A0JUUA1,
5670,Bond,RU000A0JV0U1,
5671,Bond,RU000A0JWPV3,
5672,Bond,RU000A0JWUX9,
5673,Bond,RU000A0JX5W4,
5674,Bond,RU000A0JXQX5,
5675,Bond,RU000A0JXRV7,
5676,Bond,RU000A0ZYBM4,
5677,Bond,RU000A0ZYGB6,
5678,Bond,,
5679,Bond,,
5680,Bond,,
5681,Bond,,
5682,Bond,,
5683,Bond,,
5684,Bond,,
5685,Bond,,
5686,Bond,,
5687,Bond,,
5688,Bond,,
5689,Bond,,
5690,Bond,,
5691,Bond,,
5692,Bond,,
5693,Bond,,
5694,Bond,RU000A0ZYWB3,
5695,Bond,RU000A0ZYU21,
5696,Bond,,
5697,Bond,,
9408,Corporate bond,RU000A0JWK58,
4985,Bond,,
4987,Bond,RU000A0ZZL05,
4988,Bond,,
4496,Bond,,
4497,Bond,,
4498,Bond,,
4499,Bond,,
4500,Bond,,
4501,Bond,,
10547,Bond,RU000A0ZYC31,
10637,Bond,RU000A0ZYH02,
9274,Corporate bond,RU000A0JWM49,
9888,Bond,RU000A0JXQ51,
11016,Bond,,
9018,Mortgage participation certificate,RU000A0JVT35,
9578,Bond,RU000A0JWVS7,
3772,Bond,,
3774,Bond,,
2973,Corporate bond,RU000A0JQY01,
3419,Corporate bond,RU000A0JREW5,
3421,Corporate bond,RU000A0JREX3,
3420,Corporate bond,RU000A0JREZ8,
